review_id,order_id,product_id,user_id,rating,review_text,review_date
R00004764,O00002281,P000474,U000273,3,Fast shipping and good packaging.,2024-04-01T14:03:29.323074
R00014297,O00006859,P000119,U000027,4,"Not as expected, quality is poor.",2024-02-08T14:32:56.662289
R00004265,O00002045,P000093,U000356,4,Color was different from images.,2024-04-07T13:37:35.376021
R00010519,O00005056,P000303,U000835,2,"Excellent product, will buy again.",2025-10-23T09:57:27.828764
R00007491,O00003602,P000106,U000065,4,Fast shipping and good packaging.,2024-10-01T14:50:06.737954
R00011136,O00005337,P000395,U000695,5,Works perfectly!,2024-02-21T11:22:08.403124
R00000652,O00000305,P000416,U000765,4,"Excellent product, will buy again.",2024-11-10T11:50:33.272420
R00016073,O00007673,P000210,U000150,4,Value for money.,2025-02-06T04:34:39.297935
R00004261,O00002043,P000366,U000894,4,Item arrived damaged.,2024-07-09T01:16:14.808403
R00012550,O00006018,P000360,U000097,3,Works perfectly!,2024-02-14T20:20:24.658863
R00000214,O00000099,P000136,U000218,3,"Excellent product, will buy again.",2024-01-11T04:23:33.740407
R00010522,O00005057,P000463,U000032,5,Color was different from images.,2024-05-04T15:51:16.151608
R00013435,O00006440,P000442,U000269,4,Fast shipping and good packaging.,2025-06-14T00:19:51.545179
R00011836,O00005678,P000447,U000212,5,Value for money.,2024-07-02T10:47:56.707183
R00004821,O00002308,P000451,U000796,3,Highly recommend this brand.,2024-03-04T13:09:25.801513
R00000108,O00000051,P000187,U000556,5,"Excellent product, will buy again.",2024-05-18T22:54:06.379766
R00009211,O00004459,P000005,U000680,4,Works perfectly!,2024-11-02T12:36:44.601912
R00006420,O00003096,P000074,U000013,3,Value for money.,2025-03-01T12:57:13.320931
R00016673,O00007943,P000027,U000421,5,Item arrived damaged.,2025-06-29T00:45:32.196092
R00002579,O00001226,P000121,U000951,3,"Not as expected, quality is poor.",2025-02-04T19:04:03.987414
R00016467,O00007844,P000139,U000141,4,Color was different from images.,2024-05-03T16:12:03.795522
R00001189,O00000563,P000397,U000179,4,Customer service was helpful.,2024-11-01T07:05:37.082000
R00014480,O00006945,P000151,U000333,3,Item arrived damaged.,2025-04-25T20:17:39.084193
R00006886,O00003330,P000360,U000352,4,Works perfectly!,2024-03-09T07:32:26.776545
R00007742,O00003727,P000291,U000249,4,Color was different from images.,2024-09-11T16:56:29.343233
R00004131,O00001978,P000290,U000791,4,Item arrived damaged.,2025-05-09T05:20:00.934926
R00011251,O00005395,P000394,U000705,4,Color was different from images.,2024-03-28T15:02:04.763790
R00009530,O00004599,P000312,U000686,2,Decent product for the price.,2024-10-16T17:01:58.442574
R00002686,O00001287,P000130,U000162,4,Color was different from images.,2025-10-12T08:10:45.705641
R00007765,O00003739,P000472,U000567,5,Color was different from images.,2024-11-19T20:11:49.305146
R00005922,O00002849,P000402,U000428,4,Highly recommend this brand.,2024-04-13T09:11:33.176855
R00005665,O00002734,P000373,U000039,4,Color was different from images.,2025-08-06T11:37:12.717099
R00004761,O00002279,P000370,U000631,1,Item arrived damaged.,2025-03-06T14:46:48.134511
R00010784,O00005181,P000312,U000661,4,Color was different from images.,2024-09-29T16:06:14.771300
R00004839,O00002316,P000003,U000009,3,Customer service was helpful.,2024-09-19T00:53:23.259470
R00011541,O00005530,P000237,U000047,5,"Not as expected, quality is poor.",2025-09-05T18:03:43.453869
R00007413,O00003560,P000241,U000285,4,Item arrived damaged.,2024-04-07T00:53:20.224450
R00005508,O00002655,P000231,U000055,3,Value for money.,2024-01-18T09:02:45.065935
R00001200,O00000567,P000231,U000246,5,Decent product for the price.,2025-02-28T15:13:50.241448
R00006444,O00003110,P000111,U000941,3,Item arrived damaged.,2024-03-23T09:33:43.577885
R00005755,O00002777,P000078,U000193,2,"Excellent product, will buy again.",2025-07-07T02:49:25.833255
R00002567,O00001220,P000196,U000067,5,"Excellent product, will buy again.",2024-06-05T08:10:57.387172
R00014088,O00006752,P000349,U000316,4,"Excellent product, will buy again.",2024-01-04T02:01:38.745602
R00014014,O00006719,P000475,U000923,5,"Excellent product, will buy again.",2025-02-09T16:11:23.584123
R00008658,O00004178,P000072,U000336,3,"Not as expected, quality is poor.",2025-03-27T08:00:42.226602
R00006501,O00003137,P000487,U000419,5,Fast shipping and good packaging.,2025-08-24T11:33:56.580665
R00005423,O00002610,P000063,U000687,4,Highly recommend this brand.,2025-09-09T05:33:52.594112
R00000956,O00000446,P000421,U000190,4,Item arrived damaged.,2024-08-03T17:41:21.334862
R00014797,O00007086,P000300,U000941,2,Fast shipping and good packaging.,2024-04-04T00:01:39.029523
R00005363,O00002584,P000202,U000122,4,Highly recommend this brand.,2024-02-11T18:45:42.673310
R00000090,O00000042,P000153,U000857,3,Decent product for the price.,2024-04-23T16:35:27.858418
R00002366,O00001129,P000257,U000929,3,Item arrived damaged.,2024-03-13T10:22:03.953144
R00006470,O00003120,P000413,U000442,4,Highly recommend this brand.,2024-08-30T00:31:13.765062
R00002074,O00000995,P000418,U000216,4,"Not as expected, quality is poor.",2024-06-06T12:08:25.021944
R00016512,O00007867,P000326,U000801,2,"Excellent product, will buy again.",2024-08-14T23:53:38.882495
R00012223,O00005865,P000197,U000057,4,Highly recommend this brand.,2024-01-07T19:03:42.019983
R00011002,O00005276,P000146,U000259,3,Fast shipping and good packaging.,2024-03-05T08:32:04.651887
R00013994,O00006707,P000449,U000995,5,Decent product for the price.,2024-05-23T13:27:04.869565
R00008294,O00003999,P000442,U000125,4,Value for money.,2025-06-11T23:23:46.583806
R00006055,O00002905,P000498,U000127,4,Fast shipping and good packaging.,2024-03-09T15:37:59.145963
R00005540,O00002675,P000072,U000864,3,Value for money.,2025-03-13T15:43:57.256822
R00001126,O00000533,P000221,U000704,3,Value for money.,2024-07-23T20:48:01.359363
R00010495,O00005040,P000205,U000178,3,Works perfectly!,2025-03-31T16:10:52.875076
R00002151,O00001030,P000065,U000196,3,Decent product for the price.,2024-02-03T18:26:51.211486
R00008186,O00003945,P000129,U000079,2,Fast shipping and good packaging.,2025-08-05T07:48:03.852381
R00001625,O00000784,P000003,U000292,2,Fast shipping and good packaging.,2024-11-27T19:38:20.432901
R00010541,O00005066,P000069,U000896,4,Highly recommend this brand.,2025-02-08T10:26:50.984937
R00001384,O00000661,P000471,U000496,3,Color was different from images.,2025-03-12T04:40:04.387646
R00010111,O00004861,P000149,U000816,1,Value for money.,2024-06-27T11:23:58.005749
R00004186,O00002007,P000422,U000002,4,Value for money.,2025-02-18T03:18:26.496253
R00015902,O00007597,P000194,U000558,4,Fast shipping and good packaging.,2024-03-27T18:21:58.925898
R00002264,O00001079,P000374,U000700,3,Fast shipping and good packaging.,2025-04-18T14:50:04.793582
R00015162,O00007257,P000274,U000101,3,Item arrived damaged.,2024-06-20T21:44:21.772869
R00000476,O00000221,P000191,U000495,3,Works perfectly!,2024-03-30T19:17:39.363261
R00001315,O00000625,P000356,U000042,3,"Excellent product, will buy again.",2025-10-25T23:47:46.909727
R00003914,O00001878,P000301,U000487,3,"Not as expected, quality is poor.",2024-12-09T04:12:31.907487
R00000437,O00000203,P000129,U000242,4,Works perfectly!,2024-06-10T14:33:32.556528
R00007710,O00003714,P000115,U000216,4,Item arrived damaged.,2025-07-13T22:46:11.379799
R00007578,O00003648,P000075,U000566,2,"Not as expected, quality is poor.",2025-03-05T17:53:11.000736
R00001582,O00000758,P000317,U000625,3,Highly recommend this brand.,2025-04-06T23:27:45.490304
R00004238,O00002030,P000351,U000683,4,Highly recommend this brand.,2025-04-24T01:57:46.726397
R00003695,O00001774,P000368,U000805,4,Color was different from images.,2025-01-04T03:43:31.701588
R00009287,O00004497,P000402,U000972,2,Works perfectly!,2024-03-15T20:55:01.708342
R00009240,O00004473,P000483,U000904,3,Highly recommend this brand.,2024-05-03T08:20:28.652181
R00011714,O00005613,P000197,U000844,3,Decent product for the price.,2025-09-26T12:38:45.734564
R00002067,O00000992,P000151,U000804,3,Color was different from images.,2024-01-06T01:52:00.279569
R00005584,O00002697,P000081,U000873,2,Color was different from images.,2025-06-11T19:34:59.612121
R00003354,O00001613,P000211,U000724,3,"Not as expected, quality is poor.",2024-11-26T10:36:39.427463
R00006481,O00003124,P000008,U000224,5,"Excellent product, will buy again.",2024-01-29T08:23:58.595569
R00004750,O00002272,P000089,U000246,3,"Excellent product, will buy again.",2024-12-03T00:18:57.490310
R00010293,O00004952,P000063,U000110,5,"Excellent product, will buy again.",2024-09-18T10:15:28.242194
R00006131,O00002944,P000132,U000517,3,"Excellent product, will buy again.",2025-01-28T00:19:24.633792
R00013333,O00006392,P000239,U000828,4,Works perfectly!,2025-10-19T18:19:18.837205
R00004326,O00002068,P000090,U000265,5,Customer service was helpful.,2025-08-25T08:22:58.335532
R00015063,O00007210,P000215,U000164,2,"Not as expected, quality is poor.",2025-06-02T04:00:04.976712
R00012652,O00006063,P000219,U000286,4,"Not as expected, quality is poor.",2025-02-06T19:34:28.620399
R00003358,O00001614,P000032,U000755,2,Decent product for the price.,2025-11-05T13:05:13.782707
R00002136,O00001024,P000436,U000503,5,Color was different from images.,2024-10-21T02:51:12.150493
R00016395,O00007811,P000278,U000132,5,Value for money.,2024-03-06T04:02:03.982119
R00007424,O00003566,P000473,U000162,4,Item arrived damaged.,2025-08-19T20:43:04.128385
R00001621,O00000782,P000006,U000534,5,Highly recommend this brand.,2025-10-06T20:16:58.605414
R00015880,O00007587,P000394,U000171,2,Customer service was helpful.,2024-04-23T11:53:34.895357
R00007151,O00003446,P000059,U000010,3,Fast shipping and good packaging.,2024-11-15T14:42:12.449500
R00010330,O00004969,P000244,U000565,3,Customer service was helpful.,2025-01-06T08:16:27.930457
R00003450,O00001659,P000185,U000024,4,Fast shipping and good packaging.,2024-07-17T05:56:59.279621
R00008728,O00004216,P000479,U000685,3,Fast shipping and good packaging.,2024-10-23T08:54:18.066023
R00008706,O00004207,P000031,U000674,3,Item arrived damaged.,2024-02-09T05:07:48.726707
R00006819,O00003292,P000018,U000559,5,Decent product for the price.,2024-12-21T12:28:03.411119
R00009853,O00004746,P000056,U000021,2,Customer service was helpful.,2025-03-11T09:26:15.262018
R00006377,O00003073,P000169,U000212,3,"Not as expected, quality is poor.",2025-06-21T08:34:34.117805
R00005265,O00002542,P000126,U000691,3,Item arrived damaged.,2024-09-02T17:53:44.318372
R00009818,O00004729,P000154,U000811,5,"Excellent product, will buy again.",2024-12-26T16:01:14.217880
R00003948,O00001893,P000446,U000095,4,Value for money.,2024-05-11T09:36:10.510959
R00006595,O00003188,P000338,U000505,4,Color was different from images.,2025-05-20T08:25:30.205635
R00002883,O00001389,P000394,U000556,2,Customer service was helpful.,2024-04-27T12:12:25.455816
R00004911,O00002356,P000163,U000534,5,Color was different from images.,2025-06-13T23:43:58.181724
R00003469,O00001668,P000124,U000128,3,Fast shipping and good packaging.,2025-04-23T10:30:41.965461
R00010691,O00005133,P000353,U000184,2,"Not as expected, quality is poor.",2025-05-01T01:14:00.982978
R00000713,O00000330,P000170,U000503,3,Works perfectly!,2024-11-22T19:59:26.310805
R00010828,O00005201,P000163,U000438,2,Works perfectly!,2024-10-03T16:46:38.924605
R00007972,O00003836,P000280,U000160,3,Works perfectly!,2024-04-27T13:55:41.538244
R00010150,O00004881,P000249,U000411,3,Decent product for the price.,2025-05-20T22:11:38.690609
R00008848,O00004272,P000168,U000080,3,"Excellent product, will buy again.",2024-07-01T00:42:57.655325
R00013015,O00006244,P000295,U000729,4,"Excellent product, will buy again.",2024-11-25T20:41:54.280667
R00015038,O00007198,P000216,U000381,5,Decent product for the price.,2025-03-26T09:18:52.684292
R00004428,O00002113,P000040,U000806,4,Highly recommend this brand.,2025-06-16T18:43:42.223945
R00001038,O00000488,P000324,U000007,5,Works perfectly!,2024-09-04T21:21:54.664826
R00007461,O00003587,P000122,U000884,3,Highly recommend this brand.,2025-09-24T00:01:08.750528
R00001377,O00000658,P000051,U000769,3,Works perfectly!,2025-08-12T18:55:05.563155
R00000119,O00000058,P000460,U000733,4,Highly recommend this brand.,2025-03-12T03:37:43.825454
R00012881,O00006182,P000241,U000958,2,Works perfectly!,2024-08-06T02:46:08.895555
R00013283,O00006369,P000111,U000836,4,"Not as expected, quality is poor.",2024-09-12T06:58:44.699980
R00007040,O00003398,P000369,U000759,3,Fast shipping and good packaging.,2025-06-21T10:38:08.434479
R00003595,O00001726,P000483,U000185,4,"Not as expected, quality is poor.",2024-09-24T23:37:35.535719
R00006123,O00002940,P000086,U000045,3,Decent product for the price.,2025-01-14T22:15:11.346456
R00007001,O00003380,P000380,U000694,2,Fast shipping and good packaging.,2024-04-28T01:37:24.190266
R00001688,O00000811,P000339,U000501,4,Decent product for the price.,2025-08-17T18:57:57.208674
R00002811,O00001353,P000240,U000159,3,Value for money.,2024-01-06T21:33:09.484382
R00016369,O00007799,P000138,U000407,4,Fast shipping and good packaging.,2024-03-13T16:50:57.143704
R00011204,O00005374,P000120,U000594,2,Highly recommend this brand.,2024-05-05T09:53:26.129768
R00007194,O00003467,P000272,U000447,5,"Excellent product, will buy again.",2025-05-13T20:46:53.325908
R00011742,O00005631,P000186,U000549,4,Decent product for the price.,2025-03-29T23:06:21.806705
R00014974,O00007169,P000040,U000581,4,Item arrived damaged.,2025-03-10T18:29:40.610111
R00015261,O00007307,P000106,U000254,5,Item arrived damaged.,2024-04-24T21:55:53.309990
R00003673,O00001763,P000086,U000901,4,Item arrived damaged.,2025-08-26T22:03:49.373317
R00001911,O00000920,P000487,U000066,4,Color was different from images.,2024-07-24T02:45:36.066420
R00005748,O00002774,P000169,U000958,2,Decent product for the price.,2024-04-27T17:14:54.027401
R00002658,O00001275,P000346,U000610,2,Works perfectly!,2024-10-08T06:04:52.218136
R00016735,O00007971,P000408,U000859,4,"Excellent product, will buy again.",2025-02-06T20:44:05.489896
R00006477,O00003121,P000475,U000448,3,"Not as expected, quality is poor.",2024-06-21T08:02:40.662051
R00002211,O00001059,P000468,U000846,3,Fast shipping and good packaging.,2024-05-03T07:28:41.334852
R00003541,O00001702,P000312,U000114,1,Decent product for the price.,2024-01-09T16:41:10.853089
R00008627,O00004158,P000335,U000418,4,"Not as expected, quality is poor.",2025-08-05T03:21:23.156928
R00012528,O00006010,P000148,U000722,4,Fast shipping and good packaging.,2024-04-25T22:57:22.365733
R00008804,O00004255,P000415,U000086,3,Decent product for the price.,2024-04-21T04:00:51.971371
R00010951,O00005254,P000393,U000377,3,Works perfectly!,2025-09-22T16:30:22.094810
R00013643,O00006541,P000494,U000122,5,Item arrived damaged.,2024-02-29T15:18:10.940215
R00009098,O00004406,P000176,U000210,4,"Not as expected, quality is poor.",2025-01-24T16:42:50.491064
R00012602,O00006043,P000144,U000319,4,Decent product for the price.,2024-04-29T16:51:03.695297
R00001648,O00000792,P000051,U000933,3,Item arrived damaged.,2024-01-08T19:52:32.610348
R00013502,O00006472,P000085,U000042,2,Value for money.,2024-01-10T04:42:31.491978
R00015501,O00007409,P000153,U000274,4,Customer service was helpful.,2025-04-25T06:45:04.907866
R00001336,O00000636,P000102,U000796,3,Fast shipping and good packaging.,2024-10-12T13:46:09.847587
R00015234,O00007293,P000172,U000808,3,Value for money.,2024-04-26T10:40:30.822556
R00012267,O00005888,P000102,U000486,2,Color was different from images.,2025-04-19T10:31:57.258845
R00008331,O00004017,P000123,U000323,5,Item arrived damaged.,2024-01-28T04:39:30.107978
R00002183,O00001045,P000327,U000770,5,Works perfectly!,2024-10-07T09:04:18.254612
R00008551,O00004120,P000092,U000029,4,Highly recommend this brand.,2024-01-01T04:03:00.588239
R00014274,O00006844,P000073,U000194,3,"Excellent product, will buy again.",2025-09-20T07:05:37.512296
R00004960,O00002379,P000439,U000457,4,"Not as expected, quality is poor.",2025-09-02T00:41:36.448918
R00002529,O00001205,P000416,U000546,3,Highly recommend this brand.,2025-07-20T08:57:38.169491
R00010603,O00005093,P000057,U000340,3,Highly recommend this brand.,2024-02-05T23:44:04.971331
R00000610,O00000287,P000283,U000064,4,Fast shipping and good packaging.,2025-02-01T04:58:31.953464
R00004009,O00001923,P000293,U000414,3,Fast shipping and good packaging.,2024-10-21T07:56:44.006161
R00012106,O00005810,P000338,U000769,4,Highly recommend this brand.,2024-05-06T14:47:28.072739
R00009868,O00004751,P000319,U000723,3,"Excellent product, will buy again.",2024-11-22T09:56:44.722176
R00010798,O00005189,P000324,U000880,3,"Not as expected, quality is poor.",2024-07-13T23:13:19.479320
R00012615,O00006050,P000441,U000241,2,"Excellent product, will buy again.",2024-01-27T21:46:28.449061
R00006637,O00003211,P000495,U000959,3,Color was different from images.,2025-05-05T13:10:06.767873
R00012963,O00006215,P000271,U000976,5,Works perfectly!,2025-02-24T08:00:48.187416
R00005775,O00002789,P000430,U000608,3,Fast shipping and good packaging.,2024-02-04T03:11:43.262541
R00004689,O00002237,P000383,U000046,3,Color was different from images.,2025-06-04T00:23:55.346859
R00007067,O00003411,P000268,U000415,1,"Excellent product, will buy again.",2025-01-28T05:54:00.642921
R00000814,O00000379,P000461,U000677,5,Works perfectly!,2024-06-16T23:56:20.555981
R00003787,O00001813,P000296,U000669,4,Item arrived damaged.,2025-06-05T21:39:46.293131
R00003060,O00001471,P000120,U000118,5,Customer service was helpful.,2025-01-03T12:00:36.890582
R00007733,O00003723,P000233,U000772,3,Highly recommend this brand.,2024-05-01T12:04:54.650730
R00004475,O00002135,P000418,U000470,3,"Not as expected, quality is poor.",2024-04-19T15:50:51.463633
R00005484,O00002644,P000316,U000360,3,Value for money.,2025-07-26T01:35:09.650403
R00009949,O00004785,P000127,U000561,3,Highly recommend this brand.,2024-03-05T01:17:42.537189
R00009745,O00004689,P000413,U000888,5,Customer service was helpful.,2025-10-11T13:15:09.412741
R00005994,O00002883,P000244,U000399,4,Fast shipping and good packaging.,2024-05-31T23:31:00.155409
R00005186,O00002499,P000203,U000129,2,"Not as expected, quality is poor.",2025-08-05T21:21:12.809003
R00015563,O00007442,P000123,U000616,3,"Excellent product, will buy again.",2025-04-20T06:17:37.321641
R00013894,O00006666,P000256,U000538,3,Decent product for the price.,2024-10-14T04:37:08.860838
R00003887,O00001863,P000315,U000731,3,Value for money.,2024-01-15T13:07:49.392581
R00009948,O00004785,P000467,U000561,4,Color was different from images.,2024-12-27T18:02:17.975964
R00007747,O00003730,P000066,U000486,3,Value for money.,2024-11-11T14:24:04.776171
R00002978,O00001434,P000179,U000899,2,Highly recommend this brand.,2025-03-26T19:23:20.015362
R00007248,O00003488,P000067,U000906,5,Highly recommend this brand.,2024-08-07T03:12:25.172756
R00002556,O00001216,P000094,U000099,2,Works perfectly!,2024-07-11T04:40:33.846176
R00005414,O00002604,P000339,U000143,3,Color was different from images.,2024-03-16T20:29:23.077131
R00002877,O00001386,P000268,U000492,4,Customer service was helpful.,2025-04-13T14:23:37.801017
R00002572,O00001224,P000105,U000562,5,Customer service was helpful.,2024-10-12T21:38:48.737880
R00010763,O00005173,P000272,U000306,2,Customer service was helpful.,2025-07-28T22:21:09.729561
R00013076,O00006268,P000050,U000657,5,"Excellent product, will buy again.",2024-11-20T05:12:38.345453
R00001481,O00000705,P000484,U000552,3,Color was different from images.,2024-10-25T04:10:06.608793
R00011465,O00005497,P000242,U000901,3,"Excellent product, will buy again.",2024-03-29T18:46:55.332879
R00005477,O00002641,P000497,U000142,5,Item arrived damaged.,2024-07-11T11:08:14.098120
R00014962,O00007163,P000136,U000639,4,"Not as expected, quality is poor.",2025-04-29T18:12:31.026846
R00005868,O00002829,P000417,U000407,4,Decent product for the price.,2025-05-02T20:21:16.364916
R00005629,O00002719,P000369,U000755,4,Color was different from images.,2024-08-30T03:04:35.533930
R00009861,O00004749,P000174,U000497,2,Customer service was helpful.,2024-01-11T01:43:53.967587
R00012976,O00006224,P000042,U000681,2,Color was different from images.,2024-08-10T16:27:56.069156
R00004476,O00002136,P000189,U000663,5,"Excellent product, will buy again.",2024-11-12T17:04:52.853440
R00010645,O00005111,P000415,U000482,3,Customer service was helpful.,2024-05-16T17:18:55.096450
R00004051,O00001942,P000497,U000593,4,Works perfectly!,2024-10-16T18:47:24.940771
R00003721,O00001784,P000225,U000060,3,Color was different from images.,2024-10-31T04:04:42.744159
R00001422,O00000676,P000037,U000619,3,Color was different from images.,2024-10-18T02:49:32.001816
R00002244,O00001070,P000331,U000164,4,"Not as expected, quality is poor.",2024-04-10T06:48:04.399373
R00011655,O00005585,P000039,U000624,3,"Not as expected, quality is poor.",2024-06-01T11:38:30.557328
R00001089,O00000516,P000189,U000177,3,Decent product for the price.,2024-03-17T03:29:50.404529
R00012736,O00006102,P000216,U000152,4,Value for money.,2025-11-03T09:33:53.168463
R00005645,O00002726,P000425,U000661,4,Decent product for the price.,2025-08-29T01:32:43.592168
R00005985,O00002879,P000393,U000126,3,Customer service was helpful.,2025-06-21T23:11:44.378573
R00002559,O00001217,P000396,U000314,4,Value for money.,2024-03-19T10:21:36.855678
R00007245,O00003488,P000296,U000906,3,"Not as expected, quality is poor.",2025-03-15T18:04:41.696841
R00003254,O00001562,P000209,U000554,3,"Excellent product, will buy again.",2025-06-26T02:44:02.681951
R00005773,O00002787,P000022,U000321,3,Highly recommend this brand.,2024-06-26T03:20:13.365473
R00005267,O00002543,P000114,U000858,3,Works perfectly!,2025-05-02T09:14:31.497163
R00013374,O00006409,P000292,U000987,3,Decent product for the price.,2025-10-22T01:24:02.182413
R00008044,O00003872,P000269,U000802,2,Color was different from images.,2024-07-23T23:23:14.342187
R00004082,O00001958,P000414,U000689,3,Item arrived damaged.,2025-10-04T01:33:19.281371
R00006005,O00002887,P000153,U000712,4,Fast shipping and good packaging.,2025-05-04T08:16:19.611276
R00008208,O00003956,P000237,U000385,4,Works perfectly!,2024-09-23T03:17:30.206296
R00016100,O00007682,P000304,U000213,3,Decent product for the price.,2024-07-07T19:10:25.058266
R00005240,O00002528,P000408,U000223,5,Fast shipping and good packaging.,2025-07-12T21:57:45.668615
R00016768,O00007987,P000172,U000848,3,"Excellent product, will buy again.",2024-03-20T13:14:59.281251
R00013540,O00006491,P000408,U000831,4,Customer service was helpful.,2025-05-27T05:22:51.477301
R00005142,O00002479,P000324,U000075,3,Highly recommend this brand.,2024-11-10T11:31:48.219333
R00011634,O00005576,P000304,U000015,4,Works perfectly!,2024-11-13T07:44:37.518404
R00006048,O00002903,P000371,U000724,5,Fast shipping and good packaging.,2025-03-26T09:48:37.843447
R00003896,O00001867,P000368,U000308,3,Fast shipping and good packaging.,2024-09-22T15:20:32.296500
R00009659,O00004654,P000355,U000557,3,Color was different from images.,2024-09-04T14:47:35.045843
R00015737,O00007530,P000344,U000662,2,Fast shipping and good packaging.,2025-10-12T11:58:34.357774
R00010263,O00004941,P000235,U000001,3,"Not as expected, quality is poor.",2025-09-03T16:45:23.794185
R00015754,O00007537,P000095,U000942,3,Item arrived damaged.,2025-05-29T09:41:00.021029
R00005972,O00002873,P000467,U000944,4,Customer service was helpful.,2024-10-15T15:23:06.898174
R00014244,O00006830,P000095,U000672,4,Value for money.,2025-04-18T16:50:37.114555
R00002898,O00001395,P000468,U000292,3,Decent product for the price.,2025-06-24T09:16:55.252390
R00010618,O00005099,P000156,U000434,4,Customer service was helpful.,2025-02-17T09:54:54.791186
R00012364,O00005934,P000425,U000161,4,Color was different from images.,2024-05-03T03:52:38.116103
R00014342,O00006880,P000380,U000814,4,Customer service was helpful.,2025-10-28T16:18:53.370283
R00002640,O00001263,P000133,U000664,4,"Not as expected, quality is poor.",2025-07-14T01:14:51.659256
R00015623,O00007471,P000495,U000946,5,Decent product for the price.,2025-08-24T22:04:18.846349
R00010303,O00004956,P000159,U000669,4,Color was different from images.,2025-07-07T06:06:51.665125
R00008096,O00003897,P000266,U000105,3,"Not as expected, quality is poor.",2024-11-19T19:01:48.738177
R00012784,O00006124,P000206,U000554,3,Highly recommend this brand.,2025-08-10T02:38:26.741392
R00007065,O00003410,P000325,U000314,4,Works perfectly!,2024-03-09T11:01:28.180260
R00008668,O00004186,P000112,U000079,4,Color was different from images.,2025-01-11T12:39:48.520799
R00000816,O00000380,P000204,U000210,5,Decent product for the price.,2024-01-14T12:35:26.216678
R00008060,O00003881,P000347,U000271,4,Color was different from images.,2024-02-29T04:41:03.783485
R00012927,O00006206,P000280,U000669,4,Fast shipping and good packaging.,2025-08-01T19:43:35.118285
R00002442,O00001162,P000058,U000677,3,Item arrived damaged.,2025-02-27T21:21:55.795397
R00003269,O00001572,P000211,U000859,4,Works perfectly!,2025-01-21T04:59:52.117178
R00016324,O00007783,P000190,U000616,4,Item arrived damaged.,2024-04-27T22:42:05.641640
R00013128,O00006293,P000079,U000455,5,Customer service was helpful.,2025-04-21T23:25:19.585778
R00006536,O00003154,P000063,U000256,5,Color was different from images.,2024-01-29T03:57:04.667276
R00002563,O00001219,P000423,U000511,5,Item arrived damaged.,2024-04-25T09:22:50.215914
R00000648,O00000304,P000161,U000947,5,Value for money.,2025-01-18T06:54:04.365216
R00006160,O00002964,P000346,U000764,4,Value for money.,2024-10-31T13:59:04.219344
R00004576,O00002182,P000101,U000466,5,"Excellent product, will buy again.",2024-07-01T08:38:54.658050
R00016414,O00007820,P000426,U000306,4,Color was different from images.,2024-07-01T20:18:36.726691
R00004367,O00002085,P000356,U000651,4,Customer service was helpful.,2025-06-09T17:02:57.438259
R00009361,O00004534,P000497,U000761,4,Customer service was helpful.,2024-04-25T01:28:15.685981
R00012553,O00006019,P000194,U000365,3,Value for money.,2024-07-02T18:27:27.998284
R00002188,O00001049,P000043,U000153,4,Works perfectly!,2024-10-20T00:37:29.753326
R00000696,O00000322,P000135,U000363,2,Works perfectly!,2024-08-17T07:19:05.321630
R00015538,O00007429,P000425,U000691,5,Decent product for the price.,2024-05-14T07:37:12.369522
R00009925,O00004774,P000220,U000373,2,Fast shipping and good packaging.,2025-07-17T13:23:03.263180
R00009364,O00004536,P000433,U000457,1,"Excellent product, will buy again.",2025-01-26T15:47:35.908086
R00008991,O00004354,P000436,U000425,5,"Excellent product, will buy again.",2024-11-02T20:47:47.261309
R00012971,O00006220,P000472,U000391,4,Fast shipping and good packaging.,2025-06-04T10:12:13.755126
R00011142,O00005339,P000376,U000135,5,Works perfectly!,2024-01-08T08:58:08.004603
R00005582,O00002696,P000108,U000276,3,Decent product for the price.,2024-09-02T12:17:01.570104
R00012468,O00005983,P000119,U000570,3,"Excellent product, will buy again.",2024-07-19T16:48:50.081521
R00002758,O00001323,P000197,U000884,3,Decent product for the price.,2025-01-01T16:03:46.718904
R00010440,O00005018,P000164,U000453,5,Highly recommend this brand.,2025-05-24T19:47:06.194825
R00013058,O00006260,P000304,U000342,3,Works perfectly!,2024-09-15T21:27:40.883028
R00006513,O00003145,P000218,U000559,4,Color was different from images.,2025-06-04T13:38:43.299568
R00000763,O00000350,P000203,U000188,4,Fast shipping and good packaging.,2024-10-12T22:14:34.255925
R00003771,O00001808,P000055,U000254,4,Item arrived damaged.,2025-01-23T09:19:57.351211
R00001928,O00000926,P000129,U000671,2,Item arrived damaged.,2024-07-11T02:49:38.225373
R00004850,O00002324,P000013,U000667,2,Customer service was helpful.,2024-11-15T20:17:37.084517
R00015578,O00007451,P000006,U000187,2,"Not as expected, quality is poor.",2024-05-15T08:04:11.071555
R00013772,O00006604,P000468,U000967,4,"Excellent product, will buy again.",2024-10-23T18:27:59.174005
R00002298,O00001093,P000455,U000106,4,Decent product for the price.,2025-04-27T23:18:06.139788
R00015168,O00007261,P000360,U000906,4,Decent product for the price.,2024-02-13T05:48:27.512774
R00007766,O00003740,P000432,U000818,3,Works perfectly!,2024-01-09T06:26:08.302938
R00016496,O00007858,P000339,U000253,3,Fast shipping and good packaging.,2025-10-16T18:40:54.691299
R00000775,O00000359,P000477,U000332,2,Item arrived damaged.,2025-02-11T09:41:59.639560
