order_id,user_id,order_datetime,num_items,subtotal,shipping_fee,tax,discount_total,total,payment_method,order_status,shipping_city,shipping_country
O00000806,U000346,2024-02-15T11:40:09.012563,3,264.42,0.0,24.42,0.0,288.84,Credit Card,shipped,Lake Melaniestad,Myanmar
O00000807,U000779,2025-01-02T06:24:07.931910,2,91.68,7.15,9.13,0.0,107.96,UPI,returned,Parkstad,Albania
O00000808,U000871,2024-04-24T11:29:32.371116,5,1577.75,0.0,86.09,0.46,1663.84,Paypal,returned,Flemingchester,Belarus
O00000809,U000854,2025-05-21T05:21:56.681028,1,216.54,0.0,18.51,0.0,235.05,Debit Card,cancelled,East Krystalhaven,American Samoa
O00000810,U000418,2025-10-15T10:29:14.013037,1,19.27,4.88,1.73,0.0,25.88,UPI,cancelled,Lake Chadport,Marshall Islands
O00000811,U000501,2025-05-04T01:49:25.437762,2,88.52,6.67,6.06,0.0,101.25,Credit Card,cancelled,New Danielle,Palestinian Territory
O00000812,U000824,2025-04-20T09:26:08.636752,3,637.76,0.0,45.3,18.51,683.06,UPI,shipped,Samanthahaven,Micronesia
O00000813,U000425,2024-07-13T19:23:17.428409,1,546.62,0.0,57.49,39.88,604.11,Credit Card,processing,New Dawnton,Libyan Arab Jamahiriya
O00000814,U000586,2024-07-14T22:10:55.022095,3,1129.95,0.0,67.34,15.77,1197.29,Debit Card,shipped,North Micheleland,Libyan Arab Jamahiriya
O00000815,U000420,2025-08-08T04:01:15.095386,4,324.81,0.0,18.49,0.0,343.3,Gift Card,processing,New Richard,Somalia
O00000816,U000116,2024-06-27T20:46:14.510184,3,1096.19,0.0,66.02,0.0,1162.21,Debit Card,processing,New Debbieton,Rwanda
O00000817,U000025,2025-06-04T12:24:00.481212,4,360.48,0.0,19.86,0.0,380.34,Debit Card,cancelled,Cherylhaven,Romania
O00000818,U000626,2024-09-27T02:46:51.236689,3,805.88,0.0,93.19,0.0,899.07,Paypal,shipped,Alanchester,Austria
O00000819,U000184,2025-08-28T18:00:12.970309,1,7.78,10.9,0.81,1.7,19.49,Credit Card,cancelled,Hernandezfurt,Israel
O00000820,U000592,2024-05-18T06:06:07.864715,1,293.31,0.0,33.78,0.0,327.09,Gift Card,shipped,South Saraview,Iceland
O00000821,U000174,2024-02-29T04:02:03.404434,4,1197.15,0.0,111.39,0.0,1308.54,COD,shipped,New Seanstad,Tunisia
O00000822,U000324,2025-08-01T23:23:37.417823,1,219.94,0.0,22.63,0.0,242.57,Debit Card,cancelled,Moranstad,Greenland
O00000823,U000405,2024-05-17T08:08:19.017228,5,752.72,0.0,42.11,2.77,794.83,Debit Card,completed,West Christopherberg,Somalia
O00000824,U000522,2024-12-20T11:11:26.740541,1,104.25,0.0,8.08,0.0,112.33,Gift Card,returned,South Zacharyland,Cayman Islands
O00000825,U000798,2024-01-25T09:58:19.693601,1,21.59,8.05,1.57,0.0,31.21,Paypal,shipped,Shaneville,Guatemala
O00000826,U000424,2024-11-23T12:18:20.322041,1,494.02,0.0,38.05,0.0,532.07,UPI,processing,East Jonathan,Haiti
O00000827,U000851,2024-03-17T04:51:04.221921,4,344.27,0.0,31.05,0.0,375.32,Gift Card,returned,Gordonton,Bolivia
O00000828,U000589,2024-01-27T00:19:15.980911,2,138.28,0.0,11.92,21.55,150.2,UPI,completed,Scottview,Croatia
O00000829,U000804,2024-09-22T10:27:22.145895,3,784.92,0.0,55.12,0.0,840.04,COD,cancelled,Gregorytown,Saint Martin
O00000830,U000991,2024-02-27T04:30:33.884397,1,126.11,0.0,14.3,0.0,140.41,Debit Card,processing,Port Christinaberg,Cuba
O00000831,U000119,2025-04-19T10:24:47.674731,2,180.71,0.0,11.46,0.0,192.17,Paypal,processing,Schneidermouth,Georgia
O00000832,U000077,2024-02-16T02:26:40.420491,1,49.09,5.87,4.51,0.0,59.47,UPI,cancelled,Smithberg,United States Minor Outlying Islands
O00000833,U000546,2024-10-25T04:31:57.743963,1,17.37,11.07,1.04,0.0,29.48,UPI,returned,Lake Michaelberg,Ghana
O00000834,U000478,2024-09-10T16:43:32.173533,2,460.27,0.0,45.97,0.0,506.24,COD,returned,Garzabury,Kyrgyz Republic
O00000835,U000209,2025-05-20T00:41:36.183216,3,1371.71,0.0,79.84,0.0,1451.55,UPI,returned,Chambersberg,Svalbard & Jan Mayen Islands
O00000836,U000683,2024-10-29T08:15:46.796833,1,90.64,5.25,9.54,0.0,105.43,Paypal,cancelled,Melissashire,Puerto Rico
O00000837,U000905,2025-06-10T01:58:54.062341,1,9.48,10.38,0.72,0.0,20.58,Gift Card,shipped,Brookeport,Botswana
O00000838,U000179,2025-03-29T09:47:05.727320,3,1758.76,0.0,129.97,0.0,1888.73,Paypal,processing,Port Andrewport,Syrian Arab Republic
O00000839,U000303,2024-12-10T11:24:51.302516,2,45.79,8.18,3.55,0.94,57.52,Credit Card,cancelled,Port Christopher,Germany
O00000840,U000479,2025-10-28T13:31:00.429046,2,1011.67,0.0,85.64,0.0,1097.31,COD,processing,Bradleymouth,Jersey
O00000841,U000904,2025-06-09T16:30:13.963753,2,28.49,7.07,1.95,0.0,37.51,Gift Card,shipped,Martineztown,Austria
O00000842,U000029,2025-05-10T20:07:30.512490,2,433.44,0.0,33.41,0.0,466.85,Credit Card,cancelled,West Jasonbury,United Arab Emirates
O00000843,U000106,2024-01-30T22:19:46.716381,4,618.7,0.0,42.95,176.0,661.65,COD,processing,Russellport,Brazil
O00000844,U000343,2024-01-10T17:17:24.278492,1,153.02,0.0,16.05,0.0,169.07,UPI,shipped,Lake Cameronborough,Martinique
O00000845,U000328,2024-04-14T10:53:45.801468,2,207.65,0.0,18.62,0.0,226.27,Credit Card,completed,Lake Lisa,Puerto Rico
O00000846,U000700,2025-08-10T21:20:51.762968,1,159.12,0.0,14.91,0.0,174.03,Paypal,returned,Donberg,Antarctica (the territory South of 60 deg S)
O00000847,U000998,2024-06-20T13:10:06.095899,3,674.0,0.0,60.62,0.0,734.62,Paypal,processing,North Mikeberg,Tunisia
O00000848,U000093,2024-04-30T01:29:02.970323,1,83.68,5.51,4.32,0.0,93.51,COD,returned,Port Matthewberg,Angola
O00000849,U000270,2024-11-12T00:46:24.821262,2,60.87,11.71,4.68,0.0,77.26,COD,processing,East Jessica,Gibraltar
O00000850,U000803,2025-09-08T16:03:18.600576,4,387.24,0.0,41.31,0.22,428.55,Credit Card,completed,Christopherside,Heard Island and McDonald Islands
O00000851,U000341,2024-02-08T14:19:28.811196,2,250.45,0.0,16.77,0.0,267.22,COD,cancelled,North Felicia,United Kingdom
O00000852,U000649,2024-09-16T22:38:37.621312,1,633.06,0.0,72.32,0.0,705.38,Paypal,completed,Sandraville,Western Sahara
O00000853,U000594,2025-10-09T15:01:05.835311,2,86.39,10.82,9.46,3.3,106.67,Gift Card,cancelled,Mcdowellville,Saint Barthelemy
O00000854,U000326,2024-12-11T19:50:27.240359,1,148.39,0.0,16.22,0.0,164.61,Gift Card,shipped,Port Philipmouth,Comoros
O00000855,U000025,2024-06-03T01:28:03.256851,1,54.31,9.78,4.18,0.0,68.27,COD,shipped,Cherylhaven,Romania
O00000856,U000853,2025-03-05T00:20:20.134474,2,23.36,9.22,1.88,4.83,34.46,COD,returned,Josephview,Madagascar
O00000857,U000232,2024-08-17T17:56:51.846737,4,393.13,0.0,36.35,0.0,429.48,Paypal,cancelled,Lake Kristenmouth,Aruba
O00000858,U000047,2025-05-08T06:54:31.171596,2,71.52,9.44,5.47,0.0,86.43,Gift Card,cancelled,Lake Roymouth,Anguilla
O00000859,U000263,2024-01-18T07:29:00.959641,2,1293.66,0.0,89.51,0.0,1383.17,UPI,returned,West Patrickchester,Bahamas
O00000860,U000893,2024-10-28T07:44:54.944223,1,57.39,6.73,6.4,0.0,70.52,Credit Card,processing,East Tiffanybury,Saint Lucia
O00000861,U000963,2025-07-30T21:37:13.890509,1,68.78,9.43,5.62,0.0,83.83,Credit Card,shipped,Lake Lauramouth,Jersey
O00000862,U000676,2025-02-15T12:51:05.230307,2,135.87,0.0,6.99,0.0,142.86,Gift Card,shipped,North Territon,Mozambique
O00000863,U000285,2024-07-15T20:37:55.626182,3,752.86,0.0,56.96,90.74,809.82,Paypal,shipped,Rodriguezberg,Mali
O00000864,U000488,2024-04-20T04:35:04.987803,6,809.62,0.0,42.54,0.0,852.16,Gift Card,returned,New Tyronebury,Jamaica
O00000865,U000612,2025-01-09T05:34:37.325497,2,435.52,0.0,26.62,15.87,462.14,COD,processing,West Taramouth,Palestinian Territory
O00000866,U000107,2024-08-05T04:57:33.142056,1,146.2,0.0,16.85,11.65,163.05,Gift Card,cancelled,West Sierra,Albania
O00000867,U000762,2024-03-17T04:10:51.516109,1,143.94,0.0,15.85,0.0,159.79,Paypal,cancelled,Heatherville,Lesotho
O00000868,U000015,2024-02-14T13:11:46.289827,1,209.86,0.0,15.07,0.0,224.93,COD,completed,North Chad,Namibia
O00000869,U000961,2024-12-20T08:15:52.967047,1,352.24,0.0,19.89,0.0,372.13,Credit Card,processing,South Pamelafort,Romania
O00000870,U000267,2024-01-12T22:39:11.130296,3,1345.81,0.0,155.99,0.0,1501.8,Debit Card,returned,New Stacy,Mongolia
O00000871,U000470,2025-05-07T19:26:24.371137,3,405.27,0.0,26.97,0.0,432.24,Debit Card,processing,North Abigailport,Lao People's Democratic Republic
O00000872,U000853,2025-05-10T06:29:12.536081,1,531.48,0.0,29.08,0.0,560.56,Credit Card,returned,Josephview,Madagascar
O00000873,U000436,2024-08-08T00:18:32.971688,5,680.55,0.0,68.48,0.0,749.03,Debit Card,processing,South William,Hungary
O00000874,U000528,2024-01-27T06:52:02.025726,1,29.73,5.59,1.5,0.0,36.82,Debit Card,returned,South Amandafort,Saint Martin
O00000875,U000451,2025-09-08T15:20:45.436975,2,294.73,0.0,15.91,9.88,310.64,Debit Card,cancelled,New Jasminehaven,Guyana
O00000876,U000140,2025-04-13T01:44:29.118006,2,96.49,10.82,10.46,6.67,117.77,COD,returned,South April,Anguilla
O00000877,U000580,2024-01-05T00:52:50.853049,1,240.88,0.0,19.72,0.0,260.6,UPI,completed,New Matthewland,Bermuda
O00000878,U000455,2024-01-03T08:09:30.122341,2,295.83,0.0,27.34,0.0,323.17,Credit Card,completed,North Denise,Colombia
O00000879,U000515,2024-02-09T22:58:56.552608,1,182.28,0.0,10.85,0.0,193.13,Paypal,shipped,New Glennland,Serbia
O00000880,U000355,2024-09-22T01:38:51.614119,1,22.28,7.66,2.29,0.0,32.23,COD,processing,Hammondborough,Mozambique
O00000881,U000483,2025-01-22T19:07:46.660918,3,382.7,0.0,36.48,0.0,419.18,COD,returned,New Valeriefurt,Myanmar
O00000882,U000484,2025-08-09T04:33:41.230469,1,75.1,8.41,8.16,0.0,91.67,Gift Card,returned,Michellebury,Bouvet Island (Bouvetoya)
O00000883,U000416,2025-06-05T07:53:07.159805,1,83.68,6.97,7.13,0.0,97.78,Gift Card,cancelled,Barretthaven,Montserrat
O00000884,U000798,2024-01-25T01:45:53.076965,1,56.54,5.26,5.2,0.0,67.0,Paypal,returned,Shaneville,Guatemala
O00000885,U000776,2025-01-08T04:16:58.327838,1,8.8,6.75,0.62,4.16,16.17,Credit Card,returned,Whitestad,Romania
O00000886,U000267,2024-01-14T12:55:40.001564,2,577.11,0.0,37.56,0.0,614.67,UPI,cancelled,New Stacy,Mongolia
O00000887,U000852,2025-07-17T14:45:28.190443,3,396.1,0.0,23.68,0.0,419.78,Paypal,shipped,Sampsonstad,Togo
O00000888,U000242,2024-11-21T21:02:45.560351,3,878.11,0.0,73.83,41.04,951.94,Gift Card,shipped,Hendersonfurt,Niue
O00000889,U000390,2025-01-25T21:36:38.061084,1,49.15,5.24,2.91,0.0,57.3,Credit Card,cancelled,South Coreyburgh,Togo
O00000890,U000361,2024-09-21T01:28:29.129253,1,39.62,11.12,4.54,0.0,55.28,Paypal,returned,South Gabriel,Turkmenistan
O00000891,U000598,2025-04-13T22:58:24.709081,3,1539.48,0.0,123.68,229.86,1663.16,COD,returned,North Terri,Oman
O00000892,U000083,2024-09-21T13:10:09.580434,1,1530.93,0.0,131.48,0.0,1662.41,Gift Card,completed,Alanton,Indonesia
O00000893,U000915,2025-09-14T14:31:03.275036,1,152.18,0.0,16.86,0.0,169.04,Gift Card,completed,Jonestown,Niger
O00000894,U000483,2024-06-11T13:34:30.350634,1,207.18,0.0,13.16,0.0,220.34,COD,cancelled,New Valeriefurt,Myanmar
O00000895,U000342,2024-12-01T13:04:16.898347,1,166.56,0.0,17.01,14.56,183.57,COD,returned,Williehaven,Swaziland
O00000896,U000329,2024-06-20T00:41:40.680593,4,842.71,0.0,61.84,3.47,904.55,COD,shipped,West Raymond,Serbia
O00000897,U000272,2025-11-01T09:49:55.961236,2,171.38,0.0,12.98,0.0,184.36,COD,processing,East Carriebury,India
O00000898,U000768,2025-03-11T12:01:38.394934,1,109.25,0.0,8.82,0.0,118.07,Gift Card,shipped,East Carrie,Togo
O00000899,U000041,2024-11-23T17:22:58.886890,1,866.31,0.0,45.51,0.0,911.82,COD,processing,Stephaniemouth,Marshall Islands
O00000900,U000027,2025-09-06T15:02:09.488090,6,1112.27,0.0,112.56,0.0,1224.83,UPI,returned,Calderonton,North Macedonia
O00000901,U000835,2024-11-06T16:31:40.820333,3,643.63,0.0,59.97,0.0,703.6,Paypal,shipped,Santosberg,Serbia
O00000902,U000519,2025-08-24T12:57:28.129248,4,732.64,0.0,46.56,4.86,779.2,Debit Card,shipped,New Joeville,Italy
O00000903,U000941,2024-06-02T02:33:17.057031,1,336.16,0.0,22.81,0.0,358.97,Debit Card,completed,East Monica,Norfolk Island
O00000904,U000845,2024-07-15T05:09:05.003267,2,715.46,0.0,37.65,0.0,753.11,UPI,shipped,Alexismouth,Samoa
O00000905,U000787,2025-05-14T23:44:37.065562,2,205.21,0.0,23.41,0.0,228.62,Debit Card,shipped,Davidfort,Papua New Guinea
O00000906,U000323,2025-10-20T17:15:34.296450,2,53.87,6.41,5.44,7.37,65.72,Paypal,shipped,Port Christopherport,Mexico
O00000907,U000920,2024-09-22T16:49:27.759612,1,157.85,0.0,10.74,0.0,168.59,COD,processing,Masonstad,Sweden
O00000908,U000459,2024-06-24T22:22:30.083628,3,379.15,0.0,36.61,0.0,415.76,COD,cancelled,Lynchmouth,France
O00000909,U000381,2024-04-19T15:45:29.186575,2,54.13,8.51,5.29,0.0,67.93,COD,cancelled,Lake Jacqueline,North Macedonia
O00000910,U000954,2025-05-21T03:55:53.485457,1,156.04,0.0,8.04,0.0,164.08,Gift Card,returned,Stephaniechester,Uruguay
O00000911,U000903,2024-10-22T07:23:16.125580,2,335.99,0.0,28.53,0.0,364.52,UPI,shipped,Port Robertberg,United States Minor Outlying Islands
O00000912,U000100,2024-07-24T02:27:48.177678,2,237.3,0.0,16.14,59.44,253.44,Debit Card,processing,Lake Sandra,Holy See (Vatican City State)
O00000913,U000643,2024-01-30T02:34:51.783095,3,434.02,0.0,29.26,0.0,463.28,Debit Card,completed,Johnport,Tuvalu
O00000914,U000449,2024-10-07T16:39:27.828010,1,562.26,0.0,48.02,0.0,610.28,Gift Card,shipped,East Kimberlyside,Saint Helena
O00000915,U000537,2025-08-24T18:52:45.446768,1,403.97,0.0,29.56,0.0,433.53,Credit Card,cancelled,West Robertside,Zambia
O00000916,U000522,2025-08-05T13:14:19.563827,4,481.21,0.0,54.02,15.03,535.23,Gift Card,shipped,South Zacharyland,Cayman Islands
O00000917,U000582,2025-11-06T10:37:31.676569,1,130.64,0.0,7.94,0.0,138.58,Gift Card,completed,New Victor,Tokelau
O00000918,U000193,2024-03-26T12:23:51.382075,3,568.52,0.0,47.79,0.0,616.31,Gift Card,shipped,Hopkinstown,Papua New Guinea
O00000919,U000251,2025-03-04T12:37:21.011003,1,28.8,6.95,3.15,0.0,38.9,Paypal,cancelled,Jodibury,Mongolia
O00000920,U000066,2024-05-22T08:11:05.046374,2,58.24,4.85,4.25,0.0,67.34,Gift Card,completed,Millerton,Lithuania
O00000921,U000830,2024-10-04T13:29:14.496041,1,532.74,0.0,54.14,43.0,586.88,Debit Card,processing,Woodston,Namibia
O00000922,U000348,2025-08-27T09:32:07.251972,5,546.92,0.0,33.16,0.0,580.08,Credit Card,completed,Susantown,Tuvalu
O00000923,U000770,2024-11-11T00:54:23.563665,1,10.58,3.78,0.74,0.0,15.1,Paypal,returned,Lake Nathan,Qatar
O00000924,U000415,2024-11-05T09:09:02.404218,2,1256.31,0.0,90.06,15.72,1346.37,Credit Card,completed,North Alexandraland,Gibraltar
O00000925,U000010,2025-10-13T10:10:26.025242,4,1331.67,0.0,150.2,9.76,1481.87,Gift Card,completed,Kaylamouth,Turks and Caicos Islands
O00000926,U000671,2024-11-13T01:05:51.388698,4,227.17,0.0,13.56,4.55,240.73,Gift Card,processing,Lake Ericaview,Congo
O00000927,U000384,2024-08-19T01:20:48.011035,1,788.16,0.0,48.09,0.0,836.25,UPI,processing,Austinside,Philippines
O00000928,U000863,2025-03-31T02:46:12.531761,1,6.06,9.36,0.32,1.83,15.74,Paypal,cancelled,New Judy,Albania
O00000929,U000637,2024-04-01T01:12:38.029224,1,369.17,0.0,39.4,0.0,408.57,Paypal,processing,North Joseph,France
O00000930,U000208,2024-12-28T11:26:31.237994,2,458.46,0.0,49.07,0.0,507.53,Gift Card,cancelled,Lake Katrina,Nauru
O00000931,U000787,2024-06-17T06:27:10.154200,3,685.64,0.0,44.39,0.0,730.03,Gift Card,cancelled,Davidfort,Papua New Guinea
O00000932,U000305,2025-05-02T09:52:30.592202,1,369.17,0.0,19.41,0.0,388.58,Credit Card,processing,Lake Nathan,Argentina
O00000933,U000172,2025-01-23T18:38:03.543346,1,17.16,4.76,2.06,0.0,23.98,Debit Card,cancelled,South Gina,Gambia
O00000934,U000131,2025-10-10T10:27:00.570225,2,83.94,6.33,6.08,0.0,96.35,Debit Card,shipped,Jontown,Iceland
O00000935,U000108,2025-05-13T20:18:01.520949,1,136.77,0.0,8.01,0.0,144.78,UPI,processing,New Angelica,Hong Kong
O00000936,U000027,2025-06-20T08:12:31.678977,6,1299.91,0.0,100.56,0.0,1400.47,Paypal,completed,Calderonton,North Macedonia
O00000937,U000257,2024-09-05T13:49:08.702901,2,84.09,6.81,8.99,17.35,99.89,Gift Card,shipped,Stevenville,Korea
O00000938,U000301,2024-11-12T22:46:45.366808,1,265.12,0.0,29.26,0.0,294.38,Gift Card,cancelled,Stevenville,Myanmar
O00000939,U000791,2025-08-12T21:47:36.397179,2,705.85,0.0,70.24,0.0,776.09,UPI,returned,East David,North Macedonia
O00000940,U000102,2025-06-25T18:45:26.799268,1,261.26,0.0,26.81,0.0,288.07,UPI,cancelled,East Diane,Bosnia and Herzegovina
O00000941,U000587,2024-09-13T08:59:23.778910,1,31.04,11.61,2.46,12.37,45.11,Gift Card,returned,South Sherryberg,Turks and Caicos Islands
O00000942,U000811,2024-07-28T22:03:13.333225,1,95.4,11.02,6.37,0.0,112.79,COD,shipped,Courtneyville,Azerbaijan
O00000943,U000170,2024-09-25T16:41:24.252122,2,136.31,0.0,13.69,0.0,150.0,Gift Card,completed,Wilcoxhaven,Togo
O00000944,U000218,2024-11-17T15:20:09.253753,1,59.51,8.87,5.94,0.0,74.32,COD,returned,Rosemouth,Estonia
O00000945,U000770,2025-01-06T07:04:33.753202,4,324.91,0.0,19.61,58.18,344.52,UPI,processing,Lake Nathan,Qatar
O00000946,U000337,2024-11-05T09:16:55.235479,1,31.85,6.82,2.77,0.0,41.44,COD,processing,South Billyview,Saint Pierre and Miquelon
O00000947,U000498,2025-09-10T19:09:44.136433,5,303.08,0.0,27.69,26.99,330.77,Paypal,processing,Stephaniechester,Northern Mariana Islands
O00000948,U000129,2025-10-15T17:18:37.267821,1,114.68,0.0,9.4,0.0,124.08,Paypal,returned,Lake Zacharybury,Mauritania
O00000949,U000824,2025-08-18T03:44:27.032351,1,20.04,11.7,1.09,5.88,32.83,Gift Card,shipped,Samanthahaven,Micronesia
O00000950,U000792,2024-10-08T21:19:35.656504,2,199.26,0.0,13.18,0.0,212.44,Paypal,processing,South Richardport,Tonga
O00000951,U000390,2024-05-16T09:30:37.479182,5,1058.13,0.0,102.42,0.0,1160.55,COD,returned,South Coreyburgh,Togo
O00000952,U000410,2024-08-18T23:24:23.890473,4,568.61,0.0,37.94,10.73,606.55,Credit Card,shipped,Lake Amanda,Oman
O00000953,U000982,2025-08-31T17:00:11.234720,1,208.72,0.0,22.17,16.4,230.89,COD,processing,Susanbury,Luxembourg
O00000954,U000401,2025-03-27T04:50:18.189075,2,731.43,0.0,74.09,220.56,805.52,UPI,returned,Fosterburgh,Isle of Man
O00000955,U000976,2025-10-02T23:47:39.706431,6,2151.91,0.0,225.04,0.0,2376.95,Debit Card,shipped,North Jill,Netherlands
O00000956,U000604,2024-10-22T08:09:47.424804,1,189.52,0.0,13.84,0.0,203.36,COD,cancelled,Lambertberg,Gabon
O00000957,U000655,2025-10-07T03:33:33.783001,5,146.53,0.0,14.82,15.6,161.35,Debit Card,returned,New Aimeefort,Mauritius
O00000958,U000059,2024-01-17T07:16:54.697271,1,98.78,7.03,11.2,0.0,117.01,Debit Card,cancelled,Lake Miranda,French Guiana
O00000959,U000663,2024-05-21T05:08:13.450930,2,58.94,5.95,7.06,0.0,71.95,UPI,processing,Nelsonview,Venezuela
O00000960,U000913,2025-01-23T02:19:18.975364,1,65.77,4.15,4.0,0.0,73.92,Credit Card,completed,West Kristen,Saint Barthelemy
O00000961,U000305,2024-04-27T21:08:47.070133,2,422.96,0.0,43.6,52.33,466.56,Paypal,cancelled,Lake Nathan,Argentina
O00000962,U000741,2025-11-03T19:18:43.294273,3,1274.84,0.0,133.31,186.15,1408.15,Gift Card,processing,Kennedymouth,Venezuela
O00000963,U000111,2025-04-10T13:13:29.331041,1,103.35,0.0,10.0,0.0,113.35,Paypal,completed,New Williamstad,Belarus
O00000964,U000875,2025-06-10T03:50:39.615687,2,69.16,10.36,6.1,1.33,85.62,Paypal,completed,North Margaret,Antarctica (the territory South of 60 deg S)
O00000965,U000882,2025-03-14T14:33:55.165926,1,121.29,0.0,11.33,0.0,132.62,Credit Card,completed,Port Ricardo,Trinidad and Tobago
O00000966,U000527,2025-01-28T08:20:06.170162,2,351.7,0.0,30.44,0.0,382.14,UPI,processing,East Mark,Saint Pierre and Miquelon
O00000967,U000865,2025-07-01T18:32:13.049134,1,126.72,0.0,15.13,0.0,141.85,UPI,returned,Stuartfort,Pakistan
O00000968,U000526,2024-04-13T01:36:58.852894,5,365.16,0.0,28.55,9.75,393.71,Debit Card,cancelled,North Robert,Micronesia
O00000969,U000615,2024-08-04T11:30:40.255779,3,235.63,0.0,23.28,0.0,258.91,UPI,cancelled,Rebeccaberg,Sri Lanka
O00000970,U000072,2024-06-17T01:23:10.539808,2,513.0,0.0,53.69,0.0,566.69,COD,shipped,Lake Marilynfort,Kyrgyz Republic
O00000971,U000146,2025-05-20T02:39:09.526670,1,33.06,8.96,2.11,0.0,44.13,Credit Card,completed,Lake Stephanie,El Salvador
O00000972,U000065,2025-06-05T15:10:27.652988,2,207.87,0.0,24.76,9.99,232.63,Paypal,returned,East Laurashire,Barbados
O00000973,U000059,2024-11-28T21:25:14.735886,4,411.05,0.0,23.0,0.0,434.05,Credit Card,processing,Lake Miranda,French Guiana
O00000974,U000075,2025-02-21T11:38:15.541454,1,45.18,10.01,4.13,0.0,59.32,Gift Card,shipped,Cantuborough,Honduras
O00000975,U000739,2025-06-06T03:51:11.956835,1,65.78,8.19,6.8,0.0,80.77,Credit Card,processing,Port Danaland,Kazakhstan
O00000976,U000852,2024-12-28T22:08:03.936783,1,987.04,0.0,103.67,0.0,1090.71,UPI,returned,Sampsonstad,Togo
O00000977,U000146,2025-03-05T14:39:12.723323,1,14.81,8.07,1.18,0.0,24.06,Credit Card,completed,Lake Stephanie,El Salvador
O00000978,U000990,2024-01-25T03:30:41.654393,4,595.01,0.0,45.56,9.21,640.57,Debit Card,returned,Riverashire,Seychelles
O00000979,U000373,2024-03-07T09:24:45.656014,1,341.96,0.0,26.96,0.0,368.92,Credit Card,processing,New Richard,Bolivia
O00000980,U000389,2024-02-14T16:56:02.504760,1,86.82,7.74,8.83,0.0,103.39,Gift Card,completed,Gonzalezberg,Jersey
O00000981,U000248,2024-01-15T16:23:13.158629,1,22.89,5.07,1.29,3.59,29.25,Debit Card,processing,Coxberg,Aruba
O00000982,U000220,2025-09-21T09:32:24.305707,1,402.64,0.0,44.13,0.0,446.77,Paypal,completed,Carlsonshire,Iceland
O00000983,U000834,2025-08-17T17:07:00.449406,5,424.33,0.0,44.99,3.82,469.32,Debit Card,completed,Evanview,Vietnam
O00000984,U000249,2024-08-14T18:02:44.730020,1,43.26,10.65,3.83,0.0,57.74,COD,completed,Josephland,United States Virgin Islands
O00000985,U000751,2024-03-02T12:34:10.212524,5,2355.17,0.0,208.82,0.0,2563.99,Paypal,completed,Whitneymouth,Tanzania
O00000986,U000321,2025-09-29T04:31:56.657317,1,10.94,9.89,0.58,0.0,21.41,Gift Card,completed,Floresmouth,Sao Tome and Principe
O00000987,U000739,2024-08-31T23:31:38.442772,3,1744.46,0.0,203.11,0.56,1947.57,COD,completed,Port Danaland,Kazakhstan
O00000988,U000689,2025-05-23T14:40:47.892316,4,623.84,0.0,42.73,13.15,666.57,COD,processing,Rowlandbury,Netherlands Antilles
O00000989,U000696,2025-10-17T05:48:55.012386,2,1781.09,0.0,130.7,0.0,1911.79,Debit Card,processing,West James,Mayotte
O00000990,U000447,2024-07-29T08:56:06.796533,1,159.7,0.0,9.15,0.0,168.85,Credit Card,shipped,New Amanda,Turkey
O00000991,U000109,2024-02-15T03:50:05.823488,1,114.68,0.0,11.42,0.0,126.1,Debit Card,processing,Barbarashire,Tokelau
O00000992,U000804,2025-03-02T06:58:16.885108,4,856.55,0.0,77.41,0.0,933.96,UPI,cancelled,Gregorytown,Saint Martin
O00000993,U000189,2024-08-03T19:14:54.737128,2,463.11,0.0,37.09,0.0,500.2,COD,shipped,Robinstad,Latvia
O00000994,U000485,2025-09-10T16:31:14.288087,2,2377.15,0.0,176.14,0.0,2553.29,Gift Card,processing,South Don,Croatia
O00000995,U000216,2024-11-01T11:39:54.337795,1,127.54,0.0,11.54,0.0,139.08,Paypal,cancelled,Port Richard,Kyrgyz Republic
O00000996,U000720,2024-08-19T14:47:54.949506,1,28.13,11.06,2.8,0.0,41.99,Paypal,processing,Gregoryberg,Norfolk Island
O00000997,U000783,2024-04-29T20:22:43.023637,2,172.27,0.0,13.5,0.0,185.77,Debit Card,returned,Danielstad,French Southern Territories
O00000998,U000539,2024-07-26T09:59:44.519636,3,172.39,0.0,15.62,0.0,188.01,UPI,cancelled,Georgeview,Ukraine
O00000999,U000769,2025-07-02T19:08:47.832340,2,896.66,0.0,91.59,353.29,988.25,UPI,completed,South Stephen,Hong Kong
O00001000,U000027,2024-04-19T07:28:49.583747,3,1266.98,0.0,148.44,0.0,1415.42,COD,completed,Calderonton,North Macedonia
O00001001,U000873,2025-08-25T07:17:41.288725,1,132.09,0.0,13.24,0.0,145.33,UPI,completed,West Deannaland,Argentina
O00001002,U000380,2024-04-21T16:01:21.822387,2,113.01,0.0,9.19,0.0,122.2,Debit Card,completed,Port Matthew,Sierra Leone
O00001003,U000971,2024-03-22T00:19:07.407880,1,11.92,6.26,0.94,0.0,19.12,UPI,processing,Walkerburgh,Kiribati
O00001004,U000786,2025-09-14T14:21:36.537079,2,276.7,0.0,17.74,0.0,294.44,UPI,cancelled,North Jake,Turks and Caicos Islands
O00001005,U000405,2024-10-07T05:18:18.317984,1,182.31,0.0,13.62,0.0,195.93,UPI,cancelled,West Christopherberg,Somalia
